id A,id B,Name Decomposition A,Name Decomposition B,Suffix Phone A,Suffix Phone B,Suffix Website A,Suffix Website B,Matching Score
230937,8994,{'partoo'},{'partoo'},nan,nan,partoo.fr,partoo.fr,0.8461538461538461
230944,67123,{'allegorithmic'},"{'llc', 'allegorithmic'}",73347080,73347080,allegorithmic.com,allegorithmic.com,0.9210526315789473
230993,60914,{'meetup'},{'meetup'},64426672,64426672,meetup.com,meetup.com,1.0
231059,251124,{'saint-gobain'},{'saint-gobain'},47623000,47623000,saint-gobain.com,saint-gobain.com,1.0
231124,52530,{'pycogroup'},{'pycogroup'},26474067,26474067,pycogroup.com,pycogroup.com,1.0
231150,62834,{'numa'},{'numa'},70616016,70616016,numa.co,numa.co,1.0
231152,58958,{'2spark'},{'2spark'},77219970,77219970,2spark.com,2spark.com,0.8421052631578947
231289,62332,"{'computer', 'futures'}","{'computer', 'futures'}",nan,nan,computerfutures.fr,computerfutures.fr,0.8461538461538461
231314,45498,{'talentpeople'},{'talentpeople'},11465430,11465430,talentpeople.net,talentpeople.net,1.0
231356,76682,"{'feel', 'europe'}","{'feel', 'europe'}",53663333,53663333,feeleurope.com,feeleurope.com,1.0
231363,16436,{'maarch'},{'maarch'},47245159,47245159,maarch.org,maarch.org,1.0
231372,53283,{'calldesk'},{'calldesk'},9)861436,9)861436,calldesk.fr,calldesk.fr,1.0
231410,23075,{'9online.fr'},{'9online.fr'},nan,nan,9online.fr,9online.fr,0.9166666666666666
231418,74075,{'uptilab'},{'uptilab'},nan,nan,uptilab.com,uptilab.com,0.8461538461538461
231438,9121,{'agriconomie.com'},{'agriconomie.com'},52990000,52990000,agriconomie.com,agriconomie.com,1.0
231451,10521,"{'toucan', 'toco'}","{'toucan', 'toco'}",nan,nan,toucantoco.com,toucantoco.com,0.8461538461538461
231531,32152,"{'group', 'media', 'schibsted'}","{'group', 'media', 'schibsted'}",23106600,23106600,schibsted.com,schibsted.com,1.0
231652,44045,"{""l'oréal""}","{""l'oréal""}",nan,nan,loreal.com,loreal.com,0.9166666666666666
232034,352073,{'appartcity'},{'appartcity'},67407610,nan,appartcity.com,appartcity.com,0.5789473684210527
232070,265368,"{'u0026', 'carry', 'cash', 'metro', 'france'}","{'et', 'carry', 'cash', 'metro', 'france'}",47866300,47866300,metro.fr,metro.fr,0.9684210526315788
232081,232081,"{'loire', 'crédit', 'haute', 'agricole'}","{'loire', 'crédit', 'haute', 'agricole'}",77795500,77795500,ca-loirehauteloire.fr,ca-loirehauteloire.fr,1.0
232089,192127,{'proximus'},{'proximus'},22024111,22024111,proximus.be,proximus.be,1.0
232174,407883,"{'feu', 'vert'}","{'vert_alpha', 'hq', 'group', 'feu', 'france'}",26105800,26105800,feuvert.fr,feuvert.fr,0.7157894736842106
232227,354991,"{'insa', 'lyon'}","{'insa', 'lyon'}",72438383,nan,insa-lyon.fr,insa-lyon.fr,0.5789473684210527
232228,267143,{'invivo'},{'invivo'},40662222,40662222,invivo-group.fr,invivo-group.com,0.5789473684210527
232229,350727,{'franprix'},{'franprix'},78687000,nan,franprix.fr,franprix.fr,0.5789473684210527
232242,67320,{'doctolib'},{'doctolib'},83355358,83355358,doctolib.com,doctolib.com,1.0
232310,355132,"{'jewelers', 'signet'}","{'jewelers', 'ltd.', 'signet'}",nan,nan,signetjewelers.com,signetjewelers.com,0.8333333333333334
232312,360441,{'armor'},{'armor'},40384000,nan,armor-group.com,armor-group.com,0.5789473684210527
232345,342277,"{'la', 'ag2r', 'mondiale'}","{'la', 'ag2r', 'mondiale'}",43955050,43955050,ag2r.fr,nan,0.5789473684210527
232461,357287,"{'group', 'tata'}","{'consultancy', 'services', 'tata'}",nan,nan,tata.com,tata.com,0.75
232527,232527,"{'groupe', 'renault'}","{'groupe', 'renault'}",nan,nan,renault.com,renault.com,0.9166666666666666
232624,250265,"{'parrot', 'sa'}","{'parrot', 'sa'}",nan,nan,parrot.com,parrot.com,0.8461538461538461
232636,267452,"{'borre', 'vanden'}","{'borre', 'vanden'}",23340000,23340000,vandenborre.be,vandenborre.be,1.0
232735,232735,{'acuitis'},{'acuitis'},55280025,55280025,acuitis.com,acuitis.com,1.0
232770,70794,"{'batigere', 'novigere'}",{'batigere'},37913670,37913670,batigere.fr/NOVIGERE,batigere.fr,0.5
232813,350756,"{'groupe', 'vyv'}",{'vyv'},83593100,nan,groupe-vyv.fr,groupe-vyv.fr,0.5
232890,232890,"{'besson', 'chaussures'}","{'besson', 'chaussures'}",56476730,56476730,besson-chaussures.com,besson-chaussures.com,1.0
232966,232966,{'cultura'},{'cultura'},57290706,57290706,cultura.fr,cultura.fr,1.0
233095,18641,{'solocal'},{'solocal'},nan,46233000,solocal.com,solocal.com,0.5789473684210527
233125,356313,"{'acmn', 'vie'}","{'acmn', 'vie'}",43129090,nan,acmnvie.fr,acmnvie.fr,0.5789473684210527
233159,268389,{'target2sell'},{'target2sell'},80874370,80874370,target2sell.com,target2sell.com,1.0
233242,44719,"{'fnac', 'darty'}",{'fnac'},55215793,55215793,fnacdarty.com,fnac.com,0.5
233268,233268,"{'fabre', 'pierre'}","{'fabre', 'pierre'}",53532050,53532050,pierre-fabre.com,pierre-fabre.com,1.0
233379,50092,"{'sa', 'aubay'}",{'aubay'},46106767,46106767,aubay.com,aubay.com,0.9210526315789473
233477,233477,"{'bpce', 'groupe'}","{'bpce', 'groupe'}",58404142,58404142,bpce.fr,bpce.fr,1.0
233483,355579,{'novway'},{'novway'},20477600,nan,novway.com,novway.com,0.5789473684210527
233653,38273,{'norauto'},{'norauto'},20607474,20607474,norauto.com,norauto.com,1.0
233689,353101,{'sage'},{'sage'},nan,nan,sage.com,sage.com,0.9166666666666666
233708,233708,{'wavestone'},{'wavestone'},55638340,55638340,wavestone.fr,wavestone.fr,1.0
233728,105070,"{'travel', 'globeo'}","{'travel', 'globeo'}",nan,76494360,globeotravel.fr,globeotravel.fr,0.5789473684210527
233818,225857,{'accorhotels'},{'accorhotels'},45388800,45388800,accor.com,accor.com,1.0
233850,18240,"{'gamm', 'vert'}","{'gamm', 'vert'}",40662222,40662222,gammevert.fr,gammvert.fr,0.5789473684210527
233854,354678,{'iprospect'},"{'italia', 'iprospect'}",74494300,nan,iprospect.com,iprospect.com,0.5
233924,178175,{'ademe'},{'ademe'},nan,nan,ademe.fr,ademe.fr,0.8461538461538461
233929,36493,{'cegid'},{'cegid'},nan,nan,cegid.com,cegid.com,0.8461538461538461
233931,233931,"{'echos', 'les'}","{'echos', 'les'}",49536565,49536565,lesechos.fr,lesechos.fr,1.0
233939,233939,{'sinequanone.fr'},{'sinequanone.fr'},42778080,42778080,sinequanone.com/fr/,sinequanone.com/fr/,1.0
234038,23542,"{'formation', 'orsys'}",{'orsys'},49077373,49077373,orsys.fr,orsys.fr,0.9210526315789473
234112,234112,"{'group', 'cgi', 'inc.'}","{'group', 'cgi', 'inc.'}",48413200,48413200,cgi.com,cgi.com,1.0
234142,334211,{'engie'},{'engie'},44220000,44220000,endel.engie.com,endel.engie.com,0.8421052631578947
234194,105491,{'puig'},{'puig'},34007000,34007000,puig.es,puig.com/,0.5789473684210527
234484,11263,{'arkose'},{'arkose'},49884507,49884507,arkose.com,arkose.com,1.0
234494,70065,{'axa'},{'axa'},55128193,55128193,axa.fr,axa.fr,1.0
234508,266256,{'archipelia'},{'archipelia'},59577070,59577070,archipelia.com,archipelia.com,1.0
234537,22283,"{'crédit', 'charente-maritime', 'deux-sèvres', 'agricole'}","{'crédit', 'charente-maritime', 'deux-sèvres', 'agricole'}",46516070,69399291,ca-cmds.fr,ca-cmds.fr,0.5789473684210527
234595,104402,{'siblu'},{'siblu'},56079017,56079000,siblu.fr,siblu.fr,0.5789473684210527
234667,51385,{'contentsquare'},{'contentsquare'},nan,nan,contentsquare.com,contentsquare.com,0.9166666666666666
234747,265606,{'longchamp'},{'longchamp'},43160000,43160000,longchamp.com,longchamp.com,1.0
234778,359919,{'everial'},{'everial'},11231212,nan,everial.com,everial.com,0.5789473684210527
234807,398563,"{'liquide', 'air', 'group'}","{'liquide', 'air', 'europe'}",40625555,40625555,airliquide.com,airliquide.com,0.9473684210526315
234831,210074,{'fyte'},{'fyte'},nan,nan,fyte.com,fyte.com,0.8461538461538461
234840,14891,"{'de', 'beauval', 'zooparc'}","{'de', 'beauval', 'zooparc'}",54755000,54755000,zoobeauval.com,zoobeauval.com,1.0
234848,234848,"{'saint-gobain', 'uk'}","{'saint-gobain', 'uk'}",47623000,47623000,saintgobain.com,saintgobain.com,1.0
234877,268018,"{'coiffure', 'shop'}","{'coiffure', 'shop'}",90873225,37253840,shopcoiffure.eu,shopcoiffure.eu,0.5789473684210527
235044,217784,{'bel'},"{'groupe', 'bel'}",84027250,40077250,groupe-bel.com,groupe-bel.com,0.5
235069,35920,"{'groupe', 'casino'}","{'groupe', 'casino'}",77453131,77453131,groupe-casino.fr,groupe-casino.fr,1.0
235105,235105,"{'deutschland', 'gmbh', 'nespresso'}","{'deutschland', 'gmbh', 'nespresso'}",nan,nan,nespresso.de,nespresso.de,0.8461538461538461
235190,235190,"{'charente', 'crédit', 'périgord', 'agricole'}","{'charente', 'crédit', 'périgord', 'agricole'}",45204520,45204520,ca-charente-perigord.fr,ca-charente-perigord.fr,1.0
235218,79352,"{'planet', 'sushi'}","{'planet', 'sushi'}",42040587,42040587,planetsushi.fr,planetsushi.fr,1.0
235324,235324,{'spie'},{'spie'},34418181,34418181,spie.com,spie.com,1.0
235366,39653,"{'la', 'poste'}","{'la', 'poste'}",55440000,55440000,laposte.fr,laposte.fr,1.0
235435,68926,{'coach'},{'coach'},31418910,25941850,coach.com,coach.com,0.5789473684210527
235441,206904,"{'building', 'society', 'yorkshire'}","{'building', 'society', 'yorkshire'}",74472977,74740740,ybs.co.uk,ybs.co.uk,0.5789473684210527
235444,235444,"{'jouet', 'king'}","{'jouet', 'king'}",76672913,76672913,king-jouet.com,king-jouet.com,1.0
235588,251117,"{'&', 'decision', 'business'}","{'&', 'decision', 'business'}",56212121,56212121,businessdecision.com,businessdecision.com,0.8421052631578947
235622,235622,"{'de', 'adecco'}","{'de', 'adecco'}",11301400,11301400,adecco.de,adecco.de,1.0
235680,8706,{'galian'},{'galian'},44952222,44952222,galian.fr,galian.fr,1.0
235727,398882,"{'valentino', 'germany'}",{'valentino'},nan,62492887,valentino.com,valentino.com,0.5588235294117647
235917,412296,"{'v33', 'groupe'}","{'v33', 'groupe'}",84350033,84350033,v33.com,v33.com,1.0
235927,235927,"{'france', 'bmw'}","{'france', 'bmw'}",30431926,30431926,bmw.fr,bmw.fr,1.0
235981,407054,"{'sas', 'generation'}",{'generation'},nan,98513800,generation.fr,generation.fr,0.5588235294117647
236006,236006,"{'europcar', 'international'}","{'europcar', 'international'}",30449000,30449000,europcar.com,europcar.com,1.0
236017,61460,"{'france', 'diplomacy'}","{'france', 'diplomacy'}",nan,nan,diplomatie.gouv.fr,diplomatie.gouv.fr,0.8461538461538461
236166,355351,{'rca'},{'rca'},nan,nan,rca.fr,rca.fr,0.8461538461538461
236171,236171,"{'berger', 'savoye', 'sas', 'gras', 'simon'}","{'berger', 'savoye', 'sas', 'gras', 'simon'}",41435000,41435000,cm.grassavoye.com,cm.grassavoye.com,1.0
236329,236329,{'docaposte'},{'docaposte'},56297001,56297001,docapost.fr,docapost.fr,1.0
236472,236472,{'actionoptical.org'},{'actionoptical.org'},nan,nan,actionoptical.org,actionoptical.org,1.0
236478,13370,"{'hanesbrands', 'inc'}","{'hanesbrands', 'inc'}",41495000,65194400,hanes.com,hanes.com,0.5789473684210527
236486,54059,"{'groupe', 'igs'}","{'groupe', 'igs'}",nan,nan,groupe-igs.fr,groupe-igs.fr,0.8461538461538461
236550,105637,{'helloasso'},{'helloasso'},24722817,24722817,helloasso.org,helloasso.com,0.5789473684210527
236593,57886,"{'assistance', 'france', 'europ'}","{'assistance', 'france', 'europ'}",41859365,41859365,europ-assistance.fr,europ-assistance.fr,1.0
236625,186441,{'digimind'},{'digimind'},nan,nan,digimind.com,digimind.com,0.8461538461538461
236765,267981,{'motoblouz'},{'motoblouz'},nan,nan,motoblouz.com,motoblouz.com,0.8461538461538461
236768,32152,"{'group', 'media', 'schibsted'}","{'group', 'media', 'schibsted'}",23106600,23106600,schibsted.com,schibsted.com,1.0
236769,361287,"{'coyote', 'system'}","{'coyote', 'system'}",nan,nan,moncoyote.com,moncoyote.com,0.8461538461538461
236809,15930,"{'scor', 'se'}","{'scor', 'se'}",nan,nan,scor.com,scor.com,0.9166666666666666
236811,359706,"{'supinfo', 'university', 'international'}",{'supinfo'},nan,nan,supinfo.com,supinfo.com,0.6923076923076923
236820,105329,{'balinea'},{'balinea'},73290101,73290101,balinea.com,balinea.com,1.0
236885,236885,{'philips'},{'philips'},05977777,05977777,philips.com,philips.com,1.0
236909,104446,{'reachfive'},{'reachfive'},nan,nan,reach5.co,reach5.co,0.6153846153846154
236942,236942,"{'et', 'ile-de-france', 'cadif', 'paris', 'crédit', 'agricole'}","{'et', 'ile-de-france', 'cadif', 'paris', 'crédit', 'agricole'}",44732222,44732222,ca-paris.fr,ca-paris.fr,1.0
237007,59260,"{'axa', 'banque'}","{'axa', 'banque'}",70808088,70808088,axabanque.fr,axabanque.fr,1.0
237008,237008,"{'société', 'générale'}","{'société', 'générale'}",42142000,42142000,socgen.com,socgen.com,1.0
237072,266405,{'decitre'},{'decitre'},26680097,26680033,decitre.fr,decitre.fr,0.5789473684210527
237160,237160,"{'nord', 'de', 'crédit', 'france', 'agricole'}","{'nord', 'de', 'crédit', 'france', 'agricole'}",20637000,20637000,ca-norddefrance.fr,ca-norddefrance.fr,1.0
237170,237170,{'montblanc'},{'montblanc'},nan,nan,montblanc.com,montblanc.com,0.9166666666666666
237226,237226,"{'groupe', 'carrefour'}","{'groupe', 'carrefour'}",41042600,41042600,carrefour.com,carrefour.com,1.0
237273,237273,"{'hertz', 'france'}","{'hertz', 'france'}",61081071,61081071,hertz.com,hertz.com,1.0
237290,180185,"{'coq', 'le', 'sportif'}","{'coq', 'le', 'sportif'}",88647500,88647500,lecoqsportif.com,nan,0.5789473684210527
237491,237491,"{'match', 'supermarché'}","{'match', 'supermarché'}",nan,nan,supermarches.match.fr,supermarches.match.fr,0.8461538461538461
237528,354110,"{'france', 'harris', 'interactive'}","{'harris', 'interactive'}",44876030,nan,harrisinteractive.fr,harrisinteractive.fr,0.5263157894736842
237626,76012,"{'télévisions', 'france'}","{'télévisions', 'france'}",56226000,56226000,francetv.fr,francetelevisions.fr,0.5789473684210527
237700,21868,{'amundi'},{'amundi'},76321716,76321716,amundi.com,amundi.com,1.0
237710,104700,{'apsys'},{'apsys'},41056767,44057700,apsysgroup.com,apsysgroup.com,0.5789473684210527
237722,8935,{'capgemini'},{'capgemini'},nan,47545000,capgemini.com,capgemini.com,0.5789473684210527
237825,399363,"{'omd', 'worldwide'}",{'omd'},25907020,25907100,omd.com,omd.com,0.5
237964,15462,"{'inc', 'christian', 'dior'}","{'christian', 'couture', 'dior'}",nan,nan,christiandior.com,christiandior.com,0.7692307692307693
237971,237971,{'devernois'},{'devernois'},77442100,77442100,devernois.fr,devernois.fr,1.0
237977,53223,{'bazarchic'},{'bazarchic'},72226500,72226500,bazarchic.com,bazarchic.com,1.0
238058,72603,"{'construction', 'vinci'}","{'construction', 'vinci'}",nan,nan,vinci-construction.com,vinci-construction.com,0.8461538461538461
238107,262372,"{'sa', 'morgan', 'philips'}","{'sa', 'morgan', 'philips'}",nan,nan,morganphilips.com,morganphilips.com,0.8461538461538461
238241,238241,{'ludendo'},{'ludendo'},84340100,84340100,ludendo.com,ludendo.com,1.0
238242,238242,"{'inc', 'google'}","{'inc', 'google'}",02530000,02530000,googel.com,googel.com,1.0
238297,197510,{'babilou'},{'babilou'},41499650,41499650,babilou.com,babilou.com,1.0
238301,238301,{'bizzbee'},{'bizzbee'},91443585,91443585,bizzbee.fr,bizzbee.fr,1.0
238313,352080,"{'berger', 'roland'}","{'paris', 'berger', 'roland'}",nan,nan,rolandberger.com,rolandberger.com,0.7692307692307693
238340,47520,{'mgen'},{'mgen'},40472020,40472020,mgefi.fr,mgen.fr,0.5789473684210527
238345,40450,"{'crédit', 'finance', 'consumer', 'agricole'}","{'crédit', 'finance', 'consumer', 'agricole'}",60763636,nan,ca-cf.fr,ca-cf.fr,0.6111111111111112
238361,104521,"{'barry', 'comtesse', 'du'}","{'barry', 'comtesse', 'du'}",62679810,62679810,comtessedubarry.net,comtessedubarry.com,0.5789473684210527
238611,265416,"{'arc', 'international'}","{'arc', 'international'}",21128288,21954647,arc-intl.com,arc-intl.com,0.5789473684210527
238848,238848,"{'crédit', 'provence', 'alpes', 'agricole'}","{'crédit', 'provence', 'alpes', 'agricole'}",42527700,42527700,ca-alpesprovence.fr,ca-alpesprovence.fr,1.0
238893,265333,"{'apple', 'inc'}","{'apple', 'inc.'}",89961010,89961010,mobileme.com,apple.com,0.5
238970,350368,"{'christian', 'louboutin'}","{'christian', 'louboutin'}",55766820,nan,christianlouboutin.com,christianlouboutin.com,0.5789473684210527
238973,202447,"{'companeo', 'sa'}",{'companeo'},55242426,55242426,companeo.com,companeo.com,0.9210526315789473
238981,56986,"{'homair', 'vacances'}","{'homair', 'vacances'}",42591432,42591432,homair.com,homair.com,1.0
238998,267808,"{'limited', 'holdings', 'suntory'}","{'limited', 'holdings', 'suntory'}",nan,nan,suntory.com,suntory.com,0.8461538461538461
239013,239013,"{'group', 'lego'}","{'group', 'lego'}",56438300,56438300,lego.com,lego.com,1.0
239023,181634,{'nexans'},{'nexans'},73238400,78150000,nexans.com,nexans.com,0.5789473684210527
239036,356666,{'habefast'},{'habefast'},23622570,nan,habefast.ch,habefast.ch,0.5789473684210527
239061,350011,{'luxottica'},{'luxottica'},nan,nan,luxottica.com,luxottica.com,0.8461538461538461
239138,239138,"{'med', 'club'}","{'med', 'club'}",53353553,53353553,clubmed.com,clubmed.com,1.0
239207,174286,{'cylande'},{'cylande'},59000688,nan,cylande.com,cylande.com,0.5789473684210527
239294,105614,{'waisso'},{'waisso'},nan,71113010,waisso.com,waisso.com,0.5789473684210527
239353,47055,{'ingenico'},"{'ingenico', 'group'}",nan,nan,ingenico.com,ingenico.com,0.7916666666666666
239354,37899,{'engie'},{'engie'},44220000,44220000,external.engie.com,engie.com,0.5789473684210527
239362,369891,{'perfectstay'},{'perfectstay'},nan,nan,perfectstay.com,perfectstay.com,0.8461538461538461
239461,239461,"{'crédit', 'aquitaine', 'agricole'}","{'crédit', 'aquitaine', 'agricole'}",56904040,56904040,ca-aquitaine.fr,ca-aquitaine.fr,1.0
239553,406611,"{'la', 'mobile', 'poste'}","{'la', 'mobile', 'poste'}",47094709,78171616,lapostemobile.fr,lapostemobile.fr,0.5789473684210527
239733,266111,{'jbc'},{'jbc'},69842658,11608806,jbc.be,jbc.be,0.5789473684210527
239743,20199,"{'fauchon', 's.a.s.'}",{'fauchon'},70393800,70393800,fauchon.fr,fauchon.com,0.5
239789,267897,{'dompro'},{'dompro'},77807200,77807200,dompro.fr,dompro.fr,1.0
239798,359592,"{'familiale', 'mutuelle'}","{'familiale', 'mutuelle'}",nan,nan,mutuelle-familiale.fr,mutuelle-familiale.fr,0.8461538461538461
240026,106146,"{'dia', 'españa'}","{'dia', 'group'}",13985400,13985400,dia.es,diacorporate.com/,0.5
240081,240081,{'apicil'},{'apicil'},72277171,72277171,apicil.com,apicil.com,1.0
240187,362184,"{'rentokil', 'plc', 'initial'}","{'rentokil', 'france', 'initial'}",47123400,nan,rentokil-initial.com,rentokil-initial.com,0.5263157894736842
240293,359830,{'saemes'},{'saemes'},44826800,nan,saemes.fr,saemes.fr,0.5789473684210527
240306,390636,{'mauboussin'},{'mauboussin'},44551000,44551000,mauboussin.com,mauboussin.com,1.0
240311,240311,"{'merlin', 'leroy', 'spain'}","{'merlin', 'leroy', 'spain'}",17496000,17496000,leroymerlin.es,leroymerlin.es,1.0
240515,240515,"{'societe', 'invest.', 'banking', '&', 'generale', 'corporate'}","{'societe', 'invest.', 'banking', '&', 'generale', 'corporate'}",nan,nan,sgcib.com,sgcib.com,0.8461538461538461
240520,265781,{'balibaris'},{'balibaris'},43351062,42361463,balibaris.com,balibaris.com,0.5789473684210527
240722,240722,"{'france', 'ford'}","{'france', 'ford'}",61016101,61016101,ford.com,ford.com,1.0
240746,240746,{'dyson'},{'dyson'},24695950,24695950,dyson.com,dyson.com,1.0
240762,240762,"{'la', 'lit', 'du', 'compagnie'}","{'la', 'lit', 'du', 'compagnie'}",39431327,39431327,lacompagniedulit.fr,lacompagniedulit.fr,1.0
240837,268419,"{'la', 'croissanterie'}","{'la', 'croissanterie'}",41065800,41065800,lacroissanterie.fr,lacroissanterie.fr,1.0
240852,383961,{'kenzo'},{'kenzo'},73042000,73042000,kenzo.com,kenzo.com,0.8947368421052632
240853,418801,"{'and', 'national', 'autocare', 'ltd', 'tyres'}","{'and', 'national', 'care', 'tyres', 'auto'}",14291062,16323222,national.co.uk,national.co.uk,0.5157894736842106
240928,105723,{'apave'},{'apave'},45669944,45669944,apave.com,apave.com,0.8421052631578947
240933,240933,"{'merlin', 'leroy'}","{'merlin', 'leroy'}",28808080,28808080,leroymerlin.fr,leroymerlin.fr,1.0
241034,241034,"{'groupe', ""l'oréal""}","{'groupe', ""l'oréal""}",47567000,47567000,loreal.com,loreal.com,1.0
241093,105387,"{'sas', 'netquattro'}",{'netquattro'},76073800,76073800,netquattro.com,netquattro.com,0.9210526315789473
241111,361014,{'beko'},"{'beko', 'france'}",58344646,nan,beko.fr,beko.fr,0.5
241130,241130,"{'cci', 'idf', 'paris'}","{'cci', 'idf', 'paris'}",nan,nan,cci-paris-idf.fr,cci-paris-idf.fr,0.8461538461538461
241225,9064,{'alcimed'},{'alcimed'},44304430,44304430,alcimed.com,alcimed.com,1.0
241294,355453,"{'la', 'france', 'mutualiste'}","{'la', 'france', 'mutualiste'}",40537800,nan,la-france-mutualiste.fr,la-france-mutualiste.fr,0.5789473684210527
241351,20389,{'gan'},{'gan'},70942000,91921910,gan.fr,gan.fr,0.5789473684210527
241397,250495,"{'audika', 'france'}",{'audika'},55373030,55373030,audika.fr,audika.fr,0.9210526315789473
241501,406527,{'pumpkin'},{'pumpkin'},79727988,79727988,pumpkin-app.com,pumpkin-app.com,1.0
241538,333163,{'ticketac.com'},{'ticketac.com'},nan,nan,ticketac.com,ticketac.com,0.9166666666666666
241609,65690,"{'centre', 'crédit', 'loire', 'agricole'}","{'centre', 'crédit', 'loire', 'agricole'}",48301800,48301800,ca-centreloire.fr,ca-centreloire.fr,1.0
241671,241671,{'michelin'},{'michelin'},24351518,24351518,tp.michelin.com,tp.michelin.com,1.0
241688,356293,{'parfois'},{'parfois'},nan,nan,parfois.com,parfois.com,0.8461538461538461
241786,361952,{'disney'},{'disney'},73265000,nan,disney.com,disney.com,0.5789473684210527
241854,18356,"{'groupe', 'roullier'}","{'groupe', 'roullier'}",99165290,99165290,roullier.com,roullier.com,1.0
241865,241865,"{'management', 'wealth', 'paribas', 'bnp'}","{'management', 'wealth', 'paribas', 'bnp'}",87184794,87184794,bnpparibas.com,bnpparibas.com,1.0
242013,51856,"{'go', 'france', 'sport'}","{'go', 'france', 'sport'}",76282020,76282020,go-sport.com,go-sport.com,1.0
242026,359880,{'transgourmet'},{'transgourmet'},nan,nan,transgourmet.fr,transgourmet.fr,0.8461538461538461
242097,267910,{'bel&bo'},{'bel&bo'},38890898,56731254,bel-bo.be,bel-bo.be,0.5789473684210527
242129,412493,"{'group', 'budget', 'france', 'avis'}","{'groupe', 'budget', 'avis'}",49069337,49061882,abg.com,abg.com,0.5277777777777778
242145,53805,"{'pernod', 'ricard'}","{'pernod', 'ricard'}",nan,nan,pernod-ricard.com,pernod-ricard.com,0.9166666666666666
242157,55095,{'danone'},{'danone'},44352020,44352020,danone.com,danone.com,1.0
242226,349810,"{'&', 'châteaux', 'relais'}","{'&', 'chateaux', 'relais'}",45729000,nan,relaischateaux.com,relaischateaux.com,0.5263157894736842
242247,397517,"{'the', 'kooples'}","{'the', 'kooples'}",44779977,44779977,thekooples.com,thekooples.com,1.0
242271,267530,{'seasalt'},{'seasalt'},26640075,26640075,seasaltcornwall.com,seasaltcornwall.co.uk/,0.5789473684210527
242340,398942,{'superdrug'},"{'stores', 'superdrug'}",86847000,35057401,superdrug.com,superdrug.com,0.5
242426,251720,{'priceminister'},{'priceminister'},42788054,42788054,priceminister.com,priceminister.com,1.0
242447,105494,{'evaneos'},{'evaneos'},55257638,83816590,evaneos.com,evaneos.com,0.5789473684210527
242462,267227,"{'groupe', 'vivarte'}","{'groupe', 'vivarte'}",44723001,44723001,vivarte.fr,vivarte.fr,1.0
242475,19826,"{'léa', 'nature'}","{'léa', 'nature'}",46343000,46343000,leanature.com,leanature.com,1.0
242504,356761,{'ebrc'},{'ebrc'},35226061,nan,ebrc.com,ebrc.com,0.5789473684210527
242514,265667,"{'u0026', 'boch', 'villeroy'}","{'&', 'bosch', 'villeroy'}",91192165,91192165,villeroy-boch.fr,villeroy-boch.fr,0.8947368421052632
242578,242578,{'oxybul'},{'oxybul'},28339933,28339933,oxybul.com,oxybul.com,1.0
242661,242661,"{""l'oréal""}","{""l'oréal""}",nan,nan,rd.loreal.com,rd.loreal.com,0.9166666666666666
242696,242696,{'damart'},{'damart'},20994400,20994400,damart.com,damart.com,1.0
242825,24324,"{'group', 'hopps'}","{'group', 'hopps'}",nan,nan,hopps-group.com,hopps-group.com,0.8461538461538461
242850,188744,{'biogen'},{'biogen'},14642000,14642000,biogen.com,biogenidec.com,0.5789473684210527
242872,20243,"{'coty', 'inc.'}","{'coty', 'inc.'}",61222644,23897300,cotyinc.com,cotyinc.com,0.5789473684210527
242874,303953,{'pwc'},{'pwc'},33516919,33516919,pwc.com,pwc.com,1.0
242923,156872,{'coface'},{'coface'},49022000,49022000,coface.com,coface.com,1.0
242993,14722,"{'groupe', 'quartus'}","{'groupe', 'quartus'}",nan,nan,groupe-quartus.com,groupe-quartus.com,0.8461538461538461
243014,47980,{'groupama'},{'groupama'},44567777,44567777,groupama-ne.fr,groupama.com,0.5789473684210527
243086,105333,"{'technologies', 'eulerian'}","{'technologies', 'eulerian'}",nan,84166454,eulerian.com,eulerian.com,0.5789473684210527
243088,357950,{'santiane'},{'santiane'},93818810,nan,santiane.fr,santiane.fr,0.5789473684210527
243114,243114,"{'yves', 'rocher'}","{'yves', 'rocher'}",99082929,99082929,yrnet.com,yrnet.com,1.0
243182,417339,{'brack.ch'},"{'brack.ch', 'ag'}",28898080,nan,brack.ch,brack.ch,0.5
243194,49094,{'domitys'},{'domitys'},28327200,28327200,domitys.fr,aegide.fr,0.5789473684210527
243236,391920,"{""l'oeil"", 'tape', 'à'}","{""l'oeil"", 'tape', 'à'}",59305733,28338668,t-a-o.com,t-a-o.com,0.5789473684210527
243309,370228,{'jouéclub'},{'jouéclub'},56692626,nan,joueclub.fr,joueclub.fr,0.5789473684210527
243311,68173,"{'de', 'jeff', 'bruges'}","{'de', 'jeff', 'bruges'}",64666300,64666300,jeff-de-bruges.com,jeff-de-bruges.com,1.0
243316,51061,{'uff'},{'uff'},40696517,40696517,uff.net,uff.net,1.0
243348,11173,"{'gestion', 'isai'}","{'gestion', 'isai'}",nan,nan,isai.fr,isai.fr,0.8461538461538461
243420,243420,{'gemo'},{'gemo'},61398198,61398198,gemo.com,gemo.com,1.0
243472,243472,"{'group', 'renault', 'retail'}","{'group', 'renault', 'retail'}",76840404,76840404,renault-retail-group.fr,renault-retail-group.fr,1.0
243538,304824,{'retif'},{'retif'},92135230,92135230,retif.eu,retif.eu,1.0
