id A,id B,Name Decomposition A,Name Decomposition B,Suffix Phone A,Suffix Phone B,Suffix Website A,Suffix Website B,Matching Score
33056,202073,"{'france', 'aravati'}","{'france', 'aravati'}",55747676,55747676,aravati.fr,aravati.fr,1.0
33060,227729,"{'inc.', 'blizzard', 'entertainment,'}","{'inc.', 'blizzard', 'entertainment,'}",99550283,99550283,blizzard.com,blizzard.com,1.0
33103,11829,"{'valley', 'creative'}","{'valley', 'creative'}",)6399034,84234222,creative-valley.fr,creative-valley.fr,0.5789473684210527
33124,308992,{'cartegie'},{'cartegie'},56692250,56692250,cartegie.com,cartegie.com,1.0
33186,307796,"{'groupe', 'ei'}","{'groupe', 'ei'}",nan,nan,groupe-ei.fr,groupe-ei.fr,0.8461538461538461
33238,8797,{'bm&a'},{'bm&a'},40089950,40089950,bma-paris.com,bma-paris.com,1.0
33242,33242,{'econocom'},{'econocom'},27908111,27908111,econocom.com,econocom.com,1.0
33245,33245,{'amazon'},{'amazon'},56604600,56604600,amazon.fr,amazon.fr,1.0
33268,226294,"{'martinet', 'france', 'pierre'}","{'groupe', 'martinet', 'pierre'}",74944235,74944235,martinet.fr,martinet.fr,0.7894736842105263
33484,224378,"{'capital', 'one'}","{'capital', 'one'}",)3834802,37201000,capitalone.com,capitalone.com,0.5789473684210527
33517,204807,"{'watford', 'council'}","{'watford', 'council'}",23677557,23677557,watford.gov.uk,watford.gov.uk,1.0
33558,158147,"{'fbd', 'international'}","{'group', 'fbd'}",nan,nan,fbd-group.com,fbd-group.com,0.7307692307692307
33564,197551,"{'cogifer', 'vossloh'}",{'vossloh'},92392520,92392520,vossloh.com,vcsa.vossloh.com,0.5
33588,33588,"{'mode', 'co.', 'kg', 'gmbh', '&', 'c&a'}","{'mode', 'co.', 'kg', 'gmbh', '&', 'c&a'}",11987201,11987201,retail-sc.com,retail-sc.com,1.0
33701,198814,"{'james', 'saint', 'albany'}","{'saint', 'les', 'albany', 'hotels', 'james'}",44584321,44584321,saintjamesalbany.com,sjahotels.com,0.5157894736842106
33705,213489,{'sade'},{'sade'},53759911,nan,sade-cgth.fr,sade-cgth.fr,0.5789473684210527
33716,200239,{'equinix'},{'equinix'},05986000,05986000,equinix.com,eu.equinix.com,0.5789473684210527
33727,217889,"{'&', 'sell', 'touch'}","{'&', 'sell', 'touch'}",nan,nan,touch-sell.com,touch-sell.com,0.8461538461538461
33771,206553,{'threepipe'},{'threepipe'},76324800,76324800,threepipe.co.uk,threepipe.co.uk,0.8421052631578947
33792,195429,"{'madness', 'product'}","{'inc', 'madness', 'product'}",)8171345,58171345,productmadness.com,productmadness.com,0.5263157894736842
33861,104455,"{'group', 'manitou'}",{'manitou'},40091011,40091011,manitou-group.com,manitou-group.com,0.7631578947368421
33862,33862,{'ayming'},{'ayming'},nan,nan,aiming.com,aiming.com,0.9166666666666666
33876,72228,"{'work', 'academic'}","{'work', 'academic'}",20373840,20373840,academicwork.com,academicwork.com,1.0
33903,202659,{'icaew'},{'icaew'},08248250,79208100,icaew.com,icaew.com,0.5789473684210527
33930,179669,{'viseo'},"{'technologies', 'viseo'}",56567100,56567100,viseo.net,viseo.com/fr,0.5
33932,187824,"{'sarl', 'nataïs'}","{'sarl', 'nataïs'}",62626060,62626060,popcorn.fr,popcorn.fr,1.0
33979,11141,{'fretlink'},{'fretlink'},44852182,44852182,fretlink.com,fretlink.com,1.0
33988,199013,"{'vanguard', 'europe'}","{'the', 'vanguard', 'group,', 'inc.'}",06691000,06691000,vanguard.com,vanguard.com,0.881578947368421
34010,227069,"{'clinical', 'ortho', 'diagnostics'}","{'clinical', 'ortho', 'diagnostics'}",82188137,82188137,orthoclinicaldiagnostics.com,orthoclinicaldiagnostics.com,1.0
34041,222797,{'snf'},{'snf'},nan,nan,snf.fr,snf.fr,0.8461538461538461
34080,184162,"{'selfridge', 'miss'}","{'selfridge', 'miss'}",32761995,76368040,missselfridge.com,missselfridge.com,0.5789473684210527
34101,34101,"{'hub', 'one'}","{'hub', 'one'}",74372424,74372424,hubone.fr,hubone.fr,1.0
34141,229336,{'polytechnique.org'},{'polytechnique.org'},nan,nan,polytechnique.org,polytechnique.org,0.9166666666666666
34190,247490,{'whirlpool'},{'whirlpool'},24546004,99235000,whirlpool.com,whirlpool.com,0.5789473684210527
34193,302314,{'aressy'},{'aressy'},41388551,41388551,aressy.com,aressy.com,1.0
34256,31848,"{'hardis', 'group'}","{'hardis', 'group'}",76708050,76708050,hardis-group.com,hardis-group.com,1.0
34447,173491,{'eurazeo'},{'eurazeo'},nan,nan,eurazeo.com,eurazeo.com,0.9166666666666666
34458,185446,{'unicef'},{'unicef'},23267563,23267563,unicef.org,unicef.org,1.0
34485,306122,"{'siaci', 'saint', 'honore'}","{'siaci', 'saint', 'honoré'}",44209999,44209999,s2hgroup.com,s2hgroup.com,0.9473684210526315
34488,209577,{'insitu'},{'insitu'},nan,nan,insitu.fr,insitu.fr,0.8461538461538461
34502,214242,"{'adzuna', 'australia'}","{'adzuna', 'australia'}",67271888,67271888,adzuna.com,adzuna.com,1.0
34517,367630,"{'dessange', 'international'}","{'dessange', 'international'}",53839910,nan,dessange-international.com,dessange-international.com,0.5789473684210527
34605,34605,{'deloitte'},{'deloitte'},66321080,66321080,deloitte.ca,deloitte.ca,1.0
34640,213272,"{'sevenoaks', 'council', 'district'}","{'sevenoaks', 'council', 'district'}",32227000,32227000,sevenoaks.gov.uk,sevenoaks.gov.uk,0.8421052631578947
34675,332842,{'cheerz'},{'cheerz'},77328264,77328264,cheerz.com,cheerz.com,1.0
34702,199106,"{'group', 'actia'}","{'group', 'actia'}",65623740,65623740,actia.fr,actia.fr,1.0
34724,34724,"{'heineken', 'france'}","{'heineken', 'france'}",37018846,37018846,heineken.fr,heineken.fr,1.0
34732,34732,"{'inc', 'nike,'}","{'inc', 'nike,'}",36713173,36713173,nike.com,nike.com,1.0
34790,230634,{'jobrapido'},{'jobrapido'},02726251,02726251,jobrapido.com,jobrapido.com,1.0
34802,302283,"{'transports', 'jourdan'}",{'jourdan'},33891259,nan,jourdantrans.com,jourdantrans.com,0.5
34845,221168,"{'group', 'wates'}",{'wates'},72861000,72861000,wates.co.uk,wates.co.uk,0.9210526315789473
34861,34861,{'advens'},{'advens'},20684181,20684181,Advens.fr,Advens.fr,1.0
34935,249689,"{'la', 'du', 'voix', 'nord'}","{'la', 'du', 'voix', 'nord'}",20784040,20784040,lavoixdunord.fr,lavoixdunord.fr,1.0
35013,218484,"{'trains', 'virgin'}","{'trains', 'virgin'}",07891234,07891234,virgintrains.co.uk,virgintrains.co.uk,1.0
35048,35048,"{""d'epargne"", 'caisse'}","{""d'epargne"", 'caisse'}",58404142,58404142,celda.caisse-epargne.fr,celda.caisse-epargne.fr,1.0
35137,218019,"{'henderson', 'brokers', 'ltd', 'insurance'}","{'henderson', 'brokers', 'limited', 'insurance'}",33936300,33936300,hibl.co.uk,hibl.co.uk,0.9605263157894737
35206,35206,{'veolia'},{'veolia'},nan,nan,veolia.com,veolia.com,0.8461538461538461
35236,217089,"{'group', 'plc', 'airsprung'}","{'group', 'plc', 'airsprung'}",25754411,25754411,airsprung-group.co.uk,airsprung-group.co.uk,1.0
35258,368978,"{'côte', 'aéroports', 'la', 'de', ""d'azur""}","{'cote', 'la', 'aeroports', 'de', ""d'azur""}",20423333,nan,nice.aeroport.fr,nice.aeroport.fr,0.5157894736842106
35260,222904,"{'mondelēz', 'international'}","{'mondelēz', 'international'}",79434000,79434000,mondelezinternational.com,mondelezinternational.com,1.0
35300,215143,"{'&', 'milliken', 'company'}","{'&', 'milliken', 'company'}",)5032020,45036083,milliken.com,milliken.com,0.5789473684210527
35447,307842,"{'dream', 'sales', 'catcher'}","{'dream', 'sales', 'catcher'}",nan,nan,dreamcatcher-sales.com,dreamcatcher-sales.com,0.8461538461538461
35528,220459,{'april'},{'april'},72367373,72367373,april.fr,april.fr,1.0
35545,178187,{'synthesio'},{'synthesio'},nan,44778910,synthesio.com,synthesio.com,0.5
35593,35593,"{'people', '4'}","{'people', '4'}",41383940,41383940,4people.fr,4people.fr,1.0
35603,190684,"{'assurances', 'solly', 'azar'}","{'assurances', 'solly', 'azar'}",40828022,59085648,sollyazar.com,sollyazar.com,0.5789473684210527
35658,35658,"{'aimia', 'inc.'}","{'aimia', 'inc.'}",nan,nan,aimia.com,aimia.com,0.9166666666666666
35713,35713,"{'nouel', 'loyrette', 'gide'}","{'nouel', 'loyrette', 'gide'}",40756000,40756000,gide.com,gide.com,1.0
35725,350428,"{'psa', 'citroen', 'peugeot'}","{'psa', 'citroen', 'peugeot'}",55948100,nan,groupe-psa.com,groupe-psa.com,0.5789473684210527
35728,193793,"{'group', 'cromwell', 'holdings', 'ltd'}","{'group', 'cromwell', 'holdings', 'ltd'}",62888000,62888000,cromwell.co.uk,cromwell.co.uk,1.0
35772,186096,"{'group', 'care', 'ltd.', 'ena'}","{'group', 'care', 'ena'}",07333700,07333700,ena.co.uk,ena.co.uk,0.9605263157894737
35782,35782,"{'groupe', 'ubisoft', 'owlient'}","{'groupe', 'ubisoft', 'owlient'}",48560412,48560412,owlient.eu,owlient.eu,1.0
35875,35875,{'francetv'},{'francetv'},nan,nan,francetv.fr,francetv.fr,0.9166666666666666
36032,10721,"{'paris', 'isc'}","{'paris', 'isc'}",40539999,40539999,iscparis.com,iscparis.com,1.0
36056,36056,{'psgdover'},{'psgdover'},)4872240,)4872240,psgdover.com,psgdover.com,1.0
36110,36110,{'fives'},{'fives'},)2441960,)2441960,fivesgroup.com,fivesgroup.com,1.0
36182,36182,{'carrefour'},{'carrefour'},41042600,41042600,carrefour.fr,carrefour.fr,1.0
36208,358031,{'domitys'},{'domitys'},45400917,nan,domitys.fr,domitys.fr,0.5789473684210527
36219,183434,{'fusion-interim.fr'},{'fusion-interim.fr'},nan,nan,fusion-interim.fr,fusion-interim.fr,1.0
36259,36259,"{'reseau', 'def'}","{'reseau', 'def'}",nan,nan,nan,nan,0.6
36265,197768,"{'plan', 'uk', 'international'}","{'plan', 'uk'}",07779777,74829777,plan-uk.org,plan-uk.org,0.5263157894736842
36288,201781,"{'&', 'boch', 'villeroy'}","{'&', 'boch', 'villeroy'}",96864810,96864810,villeroy-boch.com,villeroy-boch.com,1.0
36296,36296,{'adloox'},{'adloox'},83647983,83647983,adloox.com,adloox.com,1.0
36301,63591,"{'newell', 'brands'}","{'newell', 'brands'}",04187000,04187000,newellco.com,newellbrands.com,0.5789473684210527
36310,11214,"{'jpb', 'systeme'}","{'jpb', 'systeme'}",64797120,64797120,jpb-systeme.com,jpb-systeme.com,1.0
36346,36346,"{'france', 'tui'}","{'france', 'tui'}",44636300,44636300,tuifrance.com,tuifrance.com,1.0
36355,10117,{'cowboy'},{'cowboy'},nan,nan,cowboy.bike,cowboy.bike,0.9166666666666666
36358,36358,"{'centre', 'crédit', 'france', 'agricole'}","{'centre', 'crédit', 'france', 'agricole'}",10400600,10400600,ca-centrefrance.fr,ca-centrefrance.fr,1.0
36409,191508,{'ccimarseilleprovence'},{'ccimarseilleprovence'},91138505,91138505,ccimp.com,ccimp.com,1.0
36425,10855,{'isatech'},{'isatech'},20320310,20320310,isatech.fr,isatech.fr,1.0
36474,315475,{'prynceps'},{'prynceps'},46243095,46243095,prynceps.fr,prynceps.fr,1.0
36477,221750,{'fab-group'},{'fab-group'},40201322,nan,fab-group.fr,fab-group.fr,0.5789473684210527
36493,36493,{'cegid'},{'cegid'},nan,nan,cegid.com,cegid.com,0.8461538461538461
36533,36533,"{'travel', 'lagardère', 'retail'}","{'travel', 'lagardère', 'retail'}",42990700,42990700,lagardere-tr.com,lagardere-tr.com,1.0
36534,36534,"{'kpmg', 'poland'}","{'kpmg', 'poland'}",25281100,25281100,kpmg.pl,kpmg.pl,1.0
36560,220548,{'hutten'},{'hutten'},13366633,13366633,hutten.eu,hutten.eu,1.0
36627,203631,"{'de', 'café', ""l'homme""}","{'de', 'café', ""l'homme""}",44053015,44053015,cafedelhomme.com,cafedelhomme.com,1.0
36857,205388,{'lucid'},{'lucid'},94755712,94755712,lucid-group.co.uk,lucid-group.co.uk,0.8421052631578947
36874,222625,{'simplon.co'},{'simplon.co'},nan,nan,simplon.co,simplon.co,0.8461538461538461
36880,229542,{'axa'},{'axa'},nan,nan,axa.com,axa.com,0.9166666666666666
36882,208313,"{'group', 'cmr'}","{'group', 'cmr'}",91113700,91113700,cmr-group.com,cmr-group.com,1.0
36906,197432,{'orcom'},{'orcom'},38777675,38777675,orcom.fr,orcom.fr,1.0
36918,36918,{'eram'},{'eram'},62891338,62891338,eram.fr,eram.fr,1.0
36951,178173,{'chimex'},{'chimex'},nan,nan,madeinchimex.com,madeinchimex.com,0.8461538461538461
36960,365733,"{'groupe', 'agir', 'à', 'dom'}","{'agir', 'à', 'dom'}",nan,nan,agiradom.com,agiradom.com,0.7884615384615384
37220,37220,{'decathlon'},{'decathlon'},nan,nan,decathlon.com,decathlon.com,0.8461538461538461
37307,226612,"{'i360', 'ltd', 'brighton'}","{'airways', 'i360', 'british'}",37720360,37720360,britishairwaysi360.com,britishairwaysi360.com,0.8947368421052632
37325,268435,"{'paris', 'aubade'}","{'paris', 'aubade'}",42127980,42127980,aubadepro.com,aubade.com,0.5789473684210527
37345,37345,"{'crédit', 'nord', 'europe', 'mutuel'}","{'crédit', 'nord', 'europe', 'mutuel'}",20783751,20783751,cmne.fr,cmne.fr,1.0
37353,199858,{'clouder'},{'clouder'},35776600,35776600,clouder.co.uk,clouder.co.uk,1.0
37406,196386,"{'evok', 'hôtels', 'collection'}","{'evok', 'hôtels', 'collection'}",58120303,58120303,evokhotels.com,evokhotels.com,1.0
37409,180024,"{'mismo', 'informatique'}","{'mismo', 'informatique'}",40729000,nan,mismo.fr,mismo.fr,0.5789473684210527
37438,205926,{'groupeadequat.net'},{'groupeadequat.net'},nan,nan,groupeadequat.net,groupeadequat.net,1.0
37451,227591,"{'group', 'otto'}","{'group', 'otto'}",)4001618,94064610,ottogroup.com,ottogroup.com,0.5789473684210527
37532,302724,{'sinteo'},{'sinteo'},45046750,45046750,sinteo.fr,sinteo.fr,1.0
37557,177532,"{'paris', 'koden', 'devient', 'desk'}",{'koden'},nan,nan,koden.com,koden.com,0.7291666666666666
37625,184903,"{'mcg', 'managers'}","{'mcg', 'managers'}",72846060,72846060,mcgmanagers.com,mcgmanagers.com,1.0
37685,37685,"{'merlin', 'leroy'}","{'merlin', 'leroy'}",83326106,83326106,leroymerlin.fr,leroymerlin.fr,1.0
37703,302021,{'kynapse'},{'kynapse'},nan,nan,kynapse.fr,kynapse.fr,0.8461538461538461
37745,10779,{'storiesout'},{'storiesout'},81864181,81864181,storiesout.com,storiesout.com,1.0
37778,214201,"{'persuaders', 'rh'}","{'persuaders', 'rh'}",40680400,40680400,persuadersrh.com,persuadersrh.com,1.0
37782,307373,"{'pumps', '-', 'someflu', 'resistant', 'corrosion', 'centrifugal'}",{'someflu'},43637895,43637895,someflu.com,someflu.com,0.868421052631579
37793,198050,{'outfittery'},{'outfittery'},46722431,46722431,outfittery.de,outfittery.de,1.0
37877,306995,{'famoco'},{'famoco'},53400786,53400786,famoco.com,famoco.com,1.0
37897,249751,{'cstb'},{'cstb'},64688436,64688436,cstb.fr,cstb.fr,1.0
37924,37924,{'dejbox'},{'dejbox'},nan,nan,dejbox.fr,dejbox.fr,0.8461538461538461
37937,188921,"{'worldwide', 'tmp'}","{'worldwide', 'tmp'}",66132000,66132000,tmp.com,tmp.com,1.0
37960,79132,"{'aparthotels', 'adagio'}","{'aparthotels', 'adagio'}",nan,nan,adagio-city.com,adagio-city.com,0.8461538461538461
37976,197582,{'bdom'},{'bdom'},20484665,20484665,bdom.fr,bdom.fr,1.0
38016,221735,"{'northumberland', 'college'}","{'northumberland', 'college'}",70841200,70841200,northumberland.ac.uk,northumberland.ac.uk,1.0
38057,11285,{'wizaplace'},{'wizaplace'},67388955,67388955,wizaplace.com,wizaplace.com,1.0
38068,251062,{'uber'},"{'usa', 'uber'}",59862104,59862104,uber.com,uber.com,0.9210526315789473
38107,201663,{'kone'},{'kone'},nan,nan,kone.com,kone.com,0.9166666666666666
38142,98657,"{'group', 'grey'}","{'group', 'grey'}",25462000,nan,grey.com,grey.com,0.5789473684210527
38212,302374,"{'de', 'agence', 'la', 'biomedecine'}","{'de', 'agence', 'la', 'biomédecine'}",55936550,nan,agence-biomedecine.fr,agence-biomedecine.fr,0.5394736842105263
38226,11100,{'signall'},{'signall'},48524852,48524852,signall.com,signall.com,1.0
38235,38235,"{'groupe', ""d'epargne"", 'caisse'}","{'groupe', ""d'epargne"", 'caisse'}",58404142,58404142,cepac.caisse-epargne.fr,cepac.caisse-epargne.fr,1.0
38247,211194,"{'aldebaran', 'robotics'}","{'aldebaran', 'robotics'}",nan,nan,aldebaran-robotics.com,aldebaran-robotics.com,0.9166666666666666
38253,209694,{'weekendesk'},{'weekendesk'},41403830,41403830,weekendesk.fr,weekendesk.fr,1.0
38266,11384,{'soget'},"{'sa', 'soget'}",35192554,35192554,soget.fr,soget.fr,0.9210526315789473
38502,337366,"{'groupe', 'em2c'}",{'em2c'},72319444,72319444,em2c.com,em2c.com,0.9210526315789473
38503,250865,{'monext'},{'monext'},41456767,41456767,monext.net,monext.net,1.0
38526,220033,"{'magnesium', 'elektron', 'ltd.'}","{'magnesium', 'elektron', 'limited'}",19111000,19111000,magnesium-elektron.com,magnesium-elektron.com,0.9473684210526315
38632,191728,"{'geze', 'gmbh'}","{'geze', 'gmbh'}",71522030,71522030,geze.com,geze.com,1.0
38715,222408,"{'rh', 'wanted'}","{'rh', 'wanted'}",nan,nan,wantedrh.com,wantedrh.com,0.8461538461538461
38745,38745,"{'inc.', 'christian', 'dior'}","{'inc.', 'christian', 'dior'}",25820500,25820500,christiandior.fr,christiandior.fr,1.0
38771,38771,"{'schneider', 'electric'}","{'schneider', 'electric'}",44504583,44504583,non.schneider-electric.com,non.schneider-electric.com,1.0
38834,196546,"{'keley', 'consulting'}","{'keley', 'consulting'}",80482620,80482620,keley-consulting.com,keley-consulting.com,1.0
38860,304721,{'codilog'},{'codilog'},41374137,41374137,codilog.fr,codilog.fr,1.0
38924,421094,{'visiativ'},{'visiativ'},78872929,78872929,visiativ.com,visiativ.com,1.0
39046,250163,"{'consultants', 'oasys'}","{'consultants', 'oasys'}",44948785,44948785,oasys.fr,oasys.fr,1.0
39061,105333,"{'technologies', 'eulerian'}","{'technologies', 'eulerian'}",84166454,84166454,eulerian.com,eulerian.com,1.0
39163,9989,{'kpler'},{'kpler'},23848042,23848042,kpler.com,kpler.com,1.0
39171,387230,"{'holdings,', 'sovrn', 'inc.'}","{'holdings,', 'sovrn', 'inc.'}",)4935490,34935490,sovrn.com,sovrn.com,0.5789473684210527
39185,212479,"{'amasco', 'ltd', 'briggs'}","{'amasco', 'ltd', 'briggs'}",15029600,15029600,briggsamasco.co.uk,briggsamasco.co.uk,1.0
39186,302681,{'vnext'},{'vnext'},53613010,53613010,vnext-group.com,vnext.fr,0.5789473684210527
39236,11150,{'giropharm'},{'giropharm'},49799858,61095586,giropharm.fr,giropharm.fr,0.5789473684210527
39253,212605,"{'arts', 'london', 'the', 'university', 'of'}","{'arts', 'london', 'the', 'university', 'of'}",75146000,75146569,arts.ac.uk,arts.ac.uk,0.5789473684210527
39273,306860,{'lacooperativewelcoop.com'},{'lacooperativewelcoop.com'},nan,nan,lacooperativewelcoop.com,lacooperativewelcoop.com,1.0
39312,174041,{'bluelink'},{'bluelink'},46710563,nan,bluelinkservices.com,bluelinkservices.com,0.5789473684210527
39373,39373,{'ctgratuit.com'},{'ctgratuit.com'},nan,nan,ctgratuit.com,ctgratuit.com,1.0
39398,10812,"{'digital', 'max', 'services'}","{'digital', 'max', 'services'}",80428415,80428415,maxds.fr,maxds.fr,1.0
39472,39472,{'deloitte'},{'deloitte'},58827270,58827270,deloitte.com,deloitte.com,1.0
39478,198308,"{'jouve', 'sa'}",{'jouve'},44765440,44765440,jouve.com,jouve.fr,0.5
39489,39489,"{'de', 'moyens', 'assurance', 'association'}","{'de', 'moyens', 'assurance', 'association'}",53326666,53326666,quatrem.fr,quatrem.fr,1.0
39565,39565,"{'groupe', ""d'epargne"", 'caisse'}","{'groupe', ""d'epargne"", 'caisse'}",58404142,58404142,cen.caisse-epargne.fr,cen.caisse-epargne.fr,1.0
39579,218459,"{'trust', 'alliance'}","{'trust', 'plc', 'alliance'}",82321000,82321000,alliancetrust.co.uk,alliancetrust.co.uk,0.9473684210526315
39624,194621,{'exteam'},{'exteam'},nan,nan,exteam.fr,exteam.fr,0.8461538461538461
39634,39634,{'sncf'},{'sncf'},00114023,00114023,sncf.fr,sncf.fr,1.0
39653,39653,"{'la', 'poste'}","{'la', 'poste'}",55440000,55440000,laposte.fr,laposte.fr,1.0
39674,44644,{'irdeto'},{'irdeto'},35562000,35562000,irdeto.com,irdeto.com,1.0
39710,39710,"{'mayer', 'brown'}","{'mayer', 'brown'}",)5062500,)5062500,mayerbrown.com,mayerbrown.com,1.0
39715,207706,{'adestra'},"{'adestra', 'ltd.'}",65242425,nan,adestra.com,adestra.com,0.5
39762,210427,"{'groupe', 'pierreval'}","{'groupe', 'pierreval'}",49011415,49011415,pierreval.com,pierreval.com,1.0
39834,235557,{'chanel'},{'chanel'},nan,58374000,chanel-corp.com,chanel-corp.com,0.5789473684210527
39912,39912,"{'up', 'sell'}","{'up', 'sell'}",81894190,81894190,upsell.fr,upsell.fr,1.0
39939,9073,"{'discovery', 'city'}","{'discovery', 'city'}",69888687,69888687,city-discovery.com,city-discovery.com,1.0
40049,40049,{'bearingpoint'},{'bearingpoint'},nan,nan,bearingpoint.com,bearingpoint.com,0.9166666666666666
40050,40050,"{'pizza', 'nederland', ""domino's""}","{'pizza', 'nederland', ""domino's""}",36333333,36333333,dominos.com.au,dominos.com.au,1.0
40091,224904,{'kantar.fr'},{'kantar.fr'},nan,nan,kantar.fr,kantar.fr,0.9166666666666666
40171,40171,"{'engel', '&', 'völkers'}","{'engel', '&', 'völkers'}",40361310,40361310,engelvoelkers.com,engelvoelkers.com,1.0
40183,199980,{'accile.com'},{'accile.com'},nan,nan,accile.com,accile.com,0.9166666666666666
40190,229849,"{'school', 'business', 'emlyon'}","{'school', 'business', 'emlyon'}",78337800,78337800,em-lyon.com,edu.em-lyon.com,0.5789473684210527
40295,305710,"{'sarl', 'lauak'}","{'groupe', 'lauak'}",59702000,59702000,groupe-lauak.com,groupe-lauak.com,0.9210526315789473
40365,333512,"{'alinea', 'consulting'}","{'alinea', 'consulting'}",88684028,88684028,alinea.fr,alinea.com,0.5789473684210527
40373,199593,"{'supply', '-', 'gist', 'chains', 'transforming'}","{'limited', 'gist'}",56891111,56891111,gistworld.com,gistworld.com,0.8736842105263158
40381,40381,"{""l'oréal""}","{""l'oréal""}",47567000,47567000,dgrh.loreal.com,dgrh.loreal.com,1.0
40383,200617,{'saur'},{'saur'},30608400,30608400,saur.fr,saur.fr,1.0
40390,40390,"{'recruiters', 'creative'}","{'recruiters', 'creative'}",36352004,36352004,goo.gl,goo.gl,1.0
40450,40450,"{'crédit', 'finance', 'consumer', 'agricole'}","{'crédit', 'finance', 'consumer', 'agricole'}",nan,nan,ca-cf.fr,ca-cf.fr,0.9166666666666666
40464,173624,{'mybestpro'},{'mybestpro'},75757513,75757577,mybestpro.com,mybestpro.com,0.5789473684210527
40521,251303,"{'group', 'cfao'}","{'group', 'cfao'}",nan,nan,cfao.com,cfao.com,0.8461538461538461
40524,40524,{'armatis-lc'},{'armatis-lc'},20007007,20007007,armatis-lc.com,armatis-lc.com,1.0
40532,221604,{'aptiskills'},{'aptiskills'},47790636,86471994,aptiskills.fr,aptiskills.fr,0.5789473684210527
40540,40540,{'dexia'},{'dexia'},22135700,22135700,dexia.com,dexia.com,1.0
40569,11418,"{'des', 'tendances', 'place'}","{'des', 'tendances', 'place'}",10005055,10005055,placedestendances.com,placedestendances.com,1.0
40678,106097,"{'-', 'societe', 'securities', 'services', 'generale', 'sgss'}","{'societe', 'generale'}",42142000,42142000,societegenerale.com,societegenerale.com,0.7368421052631579
40728,40728,"{'petit', 'forestier'}","{'petit', 'forestier'}",41525252,41525252,petitforestier.fr,petitforestier.fr,1.0
40738,302109,{'carambar&co'},{'carambar&co'},nan,nan,carambarco.com,carambarco.com,0.8461538461538461
40761,224149,"{'penumbra,', 'inc.'}","{'penumbra,', 'inc.'}",)7483200,748.3200,penumbrainc.com,penumbrainc.com,0.5789473684210527
40779,307987,"{'de', 'lyonnaises', 'messageries', 'presse'}","{'de', 'lyonnaises', 'messageries', 'presse'}",nan,nan,mlp.fr,mlp.fr,0.8461538461538461
40889,301239,{'jobteaser'},{'jobteaser'},43437409,43437409,jobteaser.com,jobteaser.com,1.0
40896,193808,"{'displays', 'ultima'}","{'displays', 'ultima', 'limited'}",36272250,36272250,ultimadisplays.co.uk,ultimadisplays.co.uk,0.9473684210526315
40919,40919,{'carrefour'},{'carrefour'},41042600,41042600,carrefour.com,carrefour.com,1.0
41017,192640,{'jcw'},{'jcw'},35899300,nan,jcwresourcing.com,jcwresourcing.com,0.5789473684210527
41023,41023,"{'21', 'century', 'france'}","{'21', 'century', 'france'}",69111213,69111213,century21france.com,century21france.com,1.0
41027,306397,"{'sa', 'communication', 'spir'}","{'sa', 'communication', 'spir'}",42336500,42336500,spir.com,spir.com,1.0
41147,41147,"{'bitly', 'inc.'}","{'bitly', 'inc.'}",25376135,25376135,bit.ly,bit.ly,1.0
41178,196452,{'alcuin'},{'alcuin'},41275727,41275727,alcuin.com,alcuin.com,1.0
41184,8952,{'alchimie'},{'alchimie'},72595800,72595800,alchimie.com,alchimie.com,1.0
41214,41214,"{'real', 'deloitte', 'estate'}","{'real', 'deloitte', 'estate'}",)9363000,)9363000,deloitte.co.uk,deloitte.co.uk,1.0
41279,217618,"{'taylor', 'root'}","{'taylor', 'root'}",74152828,74152828,taylorroot.com,taylorroot.com,1.0
41420,41420,"{'mondelēz', 'international'}","{'mondelēz', 'international'}",79434000,79434000,mdlz.com,mdlz.com,1.0
41438,220356,"{'group', 'rethink'}","{'group', 'rethink'}",73674444,73674444,rethinkgroupltd.com,rethinkgroupltd.com,1.0
41463,249791,"{'transports', 'delanchy'}","{'transports', 'delanchy'}",80259920,nan,delanchy.fr,delanchy.fr,0.6111111111111112
41465,11056,{'izberg'},{'izberg'},76440398,76440398,izberg-marketplace.com,izberg-marketplace.com,1.0
41469,193405,"{'detection', 'fire', 'plc', 'protec'}","{'detection', 'fire', 'plc', 'protec'}",54565394,82692621,protec.co.uk,protec.co.uk,0.5789473684210527
41490,196848,"{'crest', 'dairy'}","{'crest', 'dairy'}",72472200,72472200,dairycrest.co.uk,dairycrest.co.uk,1.0
41498,41498,"{'go', 'france', 'sport'}","{'go', 'france', 'sport'}",76282020,76282020,go-sport.fr,go-sport.fr,1.0
41504,9601,"{'cytori', 'inc', 'therapeutics'}","{'cytori', 'therapeutics', 'inc.'}",)4580900,84580900,cytori.com,cytori.com,0.5263157894736842
41576,307265,{'gocardless'},"{'ltd', 'gocardless'}",81237982,81237982,gocardless.com,gocardless.com,0.9210526315789473
41594,216357,"{'and', 'palmer', 'jones'}","{'and', 'palmer', 'jones'}",12369007,12369007,jonesandpalmer.co.uk,jonesandpalmer.co.uk,1.0
41721,212255,{'etandex'},{'etandex'},nan,69336200,etandex.fr,etandex.fr,0.5789473684210527
41781,221879,"{'henderson', 'scott'}","{'henderson', 'scott'}",94618747,94618747,hendersonscott.com,hendersonscott.com,0.8421052631578947
41815,306638,"{'jean', 'saint'}","{'jean', 'saint'}",75058370,75058380,saint-jean.fr,saint-jean.fr,0.5789473684210527
